chrom	start	end	gene_polyA	feature	strand
2R	10737291	10737356	NM_001103791_10737425	last_intron	+
2R	10737291	10737356	NM_001299364_10738370	last_intron	+
2R	10741186	10741243	NM_001201975_10740054	last_intron	-
2R	10741186	10741243	NM_176144_10740396	last_intron	-
2R	10792848	10792910	NM_176145_10793109	last_intron	+
2R	10801171	10801233	NM_001299365_10800420	last_intron	-
2R	10810191	10810250	NM_001273943_10810655	last_intron	+
2R	10810757	10810822	NM_136766_10810556	last_intron	-
2R	10812896	10812950	NM_136768_10812157	last_intron	-
2R	10814962	10815028	NM_001299366_10815781	last_intron	+
2R	10818493	10818548	NM_136770_10816037	last_intron	-
2R	10820219	10820281	NM_143757_10821178	last_intron	+
2R	10827114	10827174	NM_001299367_10827644	last_intron	+
2R	10828856	10828954	NM_001299368_10827430	last_intron	-
2R	10838587	10838646	NM_001299371_10836570	last_intron	-
2R	10838587	10838646	NM_136776_10837009	last_intron	-
2R	10842850	10842917	NM_001103792_10839102	last_intron	-
2R	10875283	10875338	NM_165804_10874892	last_intron	-
2R	10881659	10881711	NM_001032232_10883202	last_intron	+
2R	10884035	10884103	NM_001032230_10884936	last_intron	+
2R	10886152	10886210	NM_136781_10886375	last_intron	+
2R	10892317	10892377	NM_001273946_10892787	last_intron	+
2R	10892317	10892377	NM_136783_10893191	last_intron	+
2R	10893799	10893856	NM_001273947_10893034	last_intron	-
2R	10896636	10896690	NM_136784_10897222	last_intron	+
2R	10897417	10897471	NM_001273948_10897144	last_intron	-
2R	10897417	10897471	NM_136785_10897214	last_intron	-
2R	10905170	10905231	NM_001299372_10905563	last_intron	+
2R	10909976	10910041	NM_136788_10910485	last_intron	+
2R	10909976	10910056	NM_206088_10910485	last_intron	+
2R	10940438	10940506	NM_001169645_10940188	last_intron	-
2R	10940438	10940506	NM_001299373_10938425	last_intron	-
2R	10983473	10989627	NM_001273950_10977956	last_intron	-
2R	10983473	10989627	NM_001299374_10982794	last_intron	-
2R	11085957	11087877	NM_001259331_11088300	last_intron	+
2R	11121125	11121189	NM_001299375_11117225	last_intron	-
2R	11121125	11121189	NM_136791_11119966	last_intron	-
2R	11124891	11124955	NM_206090_11123658	last_intron	-
2R	11138921	11139087	NM_001299376_11139315	last_intron	+
2R	11140351	11140530	NM_001273951_11139304	last_intron	-
2R	11140351	11140530	NM_136793_11139869	last_intron	-
2R	11146379	11146512	NM_136794_11147128	last_intron	+
2R	11149511	11149600	NM_136795_11147602	last_intron	-
2R	11155054	11155134	NM_144131_11155293	last_intron	+
2R	11214199	11214262	NM_001273953_11217394	last_intron	+
2R	11217480	11217546	NM_001273955_11217416	last_intron	-
2R	11221629	11221783	NM_206092_11222480	last_intron	+
2R	11221629	11221783	NM_206093_11222110	last_intron	+
2R	11221629	11221783	NM_206094_11222338	last_intron	+
2R	11223010	11224569	NM_136797_11226746	last_intron	+
2R	11223683	11224569	NM_001299379_11226746	last_intron	+
2R	11227543	11227662	NM_001144170_11226458	last_intron	-
2R	11235956	11236016	NM_001103795_11236204	last_intron	+
2R	11251600	11251671	NM_078965_11251913	last_intron	+
2R	11252282	11252368	NM_136810_11251751	last_intron	-
2R	11258422	11258481	NM_136812_11258767	last_intron	+
2R	11259700	11259827	NM_136813_11259106	last_intron	-
2R	11261684	11261778	NM_136814_11261079	last_intron	-
2R	11265765	11266110	NM_136815_11266856	last_intron	+
2R	11267301	11267667	NM_001201976_11266915	last_intron	-
2R	11274142	11274579	NM_001299381_11273845	last_intron	-
2R	11274142	11274579	NM_057620_11274035	last_intron	-
2R	11278326	11278394	NM_136817_11277957	last_intron	-
2R	11278981	11279045	NM_136818_11278893	last_intron	-
2R	11281150	11281273	NM_001273957_11280484	last_intron	-
2R	11281379	11281437	NM_165814_11280484	last_intron	-
2R	11286168	11286237	NM_136821_11285148	last_intron	-
2R	11290828	11290891	NM_136822_11289688	last_intron	-
2R	11291760	11291817	NM_057802_11290994	last_intron	-
2R	11292650	11292709	NM_001201977_11293161	last_intron	+
2R	11292650	11292709	NM_165818_11293591	last_intron	+
2R	11294188	11294249	NM_001273959_11293776	last_intron	-
2R	11294785	11294857	NM_165820_11294536	last_intron	-
2R	11294785	11295493	NM_001201978_11294536	last_intron	-
2R	11294785	11297261	NM_136824_11294536	last_intron	-
2R	11302618	11302681	NM_136825_11302247	last_intron	-
2R	11305295	11305350	NM_001259334_11305607	last_intron	+
2R	11305811	11305871	NM_058032_11305511	last_intron	-
2R	11308097	11308155	NM_136827_11309829	last_intron	+
2R	11310667	11311158	NM_001299383_11310335	last_intron	-
2R	11310667	11311220	NM_165821_11310335	last_intron	-
2R	11310916	11310973	NM_001259335_11311165	last_intron	+
2R	11310916	11310979	NM_001299384_11311165	last_intron	+
2R	11319760	11319818	NM_078966_11319710	last_intron	-
2R	11332681	11332788	NM_001144173_11336462	last_intron	+
2R	11356265	11356326	NM_136831_11356114	last_intron	-
2R	11358271	11358335	NM_136832_11357902	last_intron	-
2R	11361282	11361514	NM_080040_11361871	last_intron	+
2R	11363066	11363128	NM_165826_11363405	last_intron	+
2R	11368698	11368756	NM_136834_11370287	last_intron	+
2R	11370713	11370772	NM_001299386_11370300	last_intron	-
2R	11375918	11376228	NM_001032233_11377109	last_intron	+
2R	11377998	11378057	NM_165828_11377193	last_intron	-
2R	11380793	11381572	NM_001043071_11380347	last_intron	-
2R	11381028	11381572	NM_001038850_11380449	last_intron	-
2R	11381594	11381662	NM_001316415_11380449	last_intron	-
2R	11381594	11381662	NM_136838_11381325	last_intron	-
2R	11385442	11385555	NM_136839_11384743	last_intron	-
2R	11387315	11387371	NM_165830_11387160	last_intron	-
2R	11407046	11407106	NM_165831_11408079	last_intron	+
2R	11408812	11408865	NM_165832_11408576	last_intron	-
2R	11410005	11410089	NM_001038851_11409810	last_intron	-
2R	11411280	11411357	NM_001273964_11411203	last_intron	-
2R	11411280	11412427	NM_001299387_11411203	last_intron	-
2R	11412574	11412631	NM_001273961_11411956	last_intron	-
2R	11414624	11414685	NM_001273965_11415462	last_intron	+
2R	11414624	11414685	NM_136841_11415337	last_intron	+
2R	11441490	11441934	NM_165834_11442216	last_intron	+
2R	11441620	11441934	NM_136842_11442216	last_intron	+
2R	11441872	11441934	NM_001259337_11442216	last_intron	+
2R	11447363	11447526	NM_001144174_11451604	last_intron	+
2R	11460319	11460590	NM_001273966_11465270	last_intron	+
2R	11460319	11460590	NM_001273967_11464030	last_intron	+
2R	11506229	11506648	NM_078975_11507180	last_intron	+
2R	11506229	11506648	NM_165838_11509695	last_intron	+
2R	11524847	11525127	NM_078976_11524006	last_intron	-
2R	11579983	11580048	NM_001103800_11578880	last_intron	-
2R	11579983	11580048	NM_001273969_11577485	last_intron	-
2R	11579983	11580048	NM_165844_11579517	last_intron	-
2R	11617454	11617515	NM_136843_11616869	last_intron	-
2R	11621040	11621115	NM_001169647_11619479	last_intron	-
2R	11621040	11621115	NM_001259338_11619850	last_intron	-
2R	11621040	11621115	NM_136844_11620188	last_intron	-
2R	11643296	11643359	NM_001103801_11641477	last_intron	-
2R	11643296	11643359	NM_001103802_11642268	last_intron	-
2R	11652071	11652139	NM_001103804_11652339	last_intron	+
2R	11653083	11678205	NM_001169648_11652756	last_intron	-
2R	11653083	11678205	NM_136847_11652834	last_intron	-
2R	11655351	11655615	NM_136846_11655762	last_intron	+
2R	11674175	11674243	NM_136849_11674782	last_intron	+
2R	11677653	11677713	NM_136850_11678014	last_intron	+
2R	11685045	11685106	NM_136851_11684165	last_intron	-
2R	11688328	11688389	NM_078978_11688557	last_intron	+
2R	11689888	11690445	NM_057627_11688569	last_intron	-
2R	11689888	11690445	NM_165847_11688936	last_intron	-
2R	11694840	11694917	NM_001299390_11697785	last_intron	+
2R	11694840	11694917	NM_136852_11695446	last_intron	+
2R	11724027	11724296	NM_001103805_11726345	last_intron	+
2R	11769340	11769399	NM_136855_11769561	last_intron	+
2R	11779007	11779063	NM_001169649_11779235	last_intron	+
2R	11808063	11809900	NM_001259339_11814424	last_intron	+
2R	11808063	11809900	NM_136857_11812015	last_intron	+
2R	11826414	11826477	NM_136858_11827097	last_intron	+
2R	11829107	11829967	NM_001299391_11827170	last_intron	-
2R	11841762	11841845	NM_001103806_11842164	last_intron	+
2R	11843322	11843389	NM_136861_11842103	last_intron	-
2R	11844666	11844724	NM_001259341_11845099	last_intron	+
2R	11851285	11851346	NM_136862_11852324	last_intron	+
2R	11860063	11860314	NM_001273974_11861202	last_intron	+
2R	11860063	11860314	NM_057719_11860853	last_intron	+
2R	11861788	11861844	NM_001103807_11862015	last_intron	+
2R	11864657	11864709	NM_001169650_11864941	last_intron	+
2R	11865421	11865499	NM_001316416_11864112	last_intron	-
2R	11865421	11865499	NM_078979_11865176	last_intron	-
2R	11868320	11868375	NM_001103809_11867876	last_intron	-
2R	11887133	11887243	NM_136865_11887603	last_intron	+
2R	11888510	11888574	NM_165849_11887568	last_intron	-
2R	11891244	11893554	NM_001299393_11895520	last_intron	+
2R	11891465	11893554	NM_165850_11895762	last_intron	+
2R	11892184	11893554	NM_058027_11895520	last_intron	+
2R	11896532	11896595	NM_001169651_11895997	last_intron	-
2R	11898477	11898546	NM_136867_11896842	last_intron	-
2R	11904844	11904905	NM_136869_11904323	last_intron	-
2R	11964555	11966731	NM_136870_11967435	last_intron	+
2R	11966245	11966731	NM_165853_11967435	last_intron	+
2R	11967779	11967836	NM_001273976_11967343	last_intron	-
2R	11973040	11975355	NM_165856_11977721	last_intron	+
2R	11974508	11974590	NM_001299394_11975268	last_intron	+
2R	11978830	11978885	NM_165858_11977536	last_intron	-
2R	11980273	11980331	NM_165859_11979094	last_intron	-
2R	11981756	11981823	NM_176149_11980577	last_intron	-
2R	11982371	11982435	NM_176148_11980577	last_intron	-
2R	11984310	11984818	NM_080372_11983145	last_intron	-
2R	11986407	11986460	NM_001103810_11987653	last_intron	+
2R	11986962	11987026	NM_001299395_11986513	last_intron	-
2R	11986962	11987026	NM_078980_11986718	last_intron	-
2R	11990932	11991064	NM_136874_11991441	last_intron	+
2R	11990932	11991064	NM_165860_11992350	last_intron	+
2R	12002217	12002386	NM_078981_12001473	last_intron	-
2R	12002315	12002386	NM_001299396_12001473	last_intron	-
2R	12024162	12024250	NM_138561_12023146	last_intron	-
2R	12026031	12026091	NM_001299397_12025614	last_intron	-
2R	12032825	12032888	NM_001259342_12033725	last_intron	+
2R	12035710	12035775	NM_001299399_12036260	last_intron	+
2R	12036383	12036438	NM_001259343_12035921	last_intron	-
2R	12038611	12038676	NM_080485_12038851	last_intron	+
2R	12040001	12040052	NM_078982_12042623	last_intron	+
2R	12048746	12048804	NM_001273980_12050172	last_intron	+
2R	12051554	12051606	NM_165862_12050977	last_intron	-
2R	12053343	12053572	NM_001299401_12054596	last_intron	+
2R	12053343	12055968	NM_001299400_12056547	last_intron	+
2R	12053343	12055973	NM_001299402_12056547	last_intron	+
2R	12061717	12061820	NM_136878_12062620	last_intron	+
2R	12061717	12061820	NM_136879_12062866	last_intron	+
2R	12065057	12065128	NM_136880_12064565	last_intron	-
2R	12092668	12092746	NM_001273981_12085194	last_intron	-
2R	12092668	12092746	NM_136882_12090630	last_intron	-
2R	12139926	12139984	NM_136885_12139295	last_intron	-
2R	12142394	12142506	NM_136886_12143272	last_intron	+
2R	12144194	12144370	NM_136887_12143191	last_intron	-
2R	12147196	12147334	NM_001273984_12146581	last_intron	-
2R	12147196	12147334	NM_136889_12146024	last_intron	-
2R	12151532	12151621	NM_136888_12152752	last_intron	+
2R	12153728	12153905	NM_001169653_12154263	last_intron	+
2R	12157321	12157384	NM_136891_12154258	last_intron	-
2R	12163921	12163983	NM_001103811_12164436	last_intron	+
2R	12163921	12163983	NM_001299403_12164896	last_intron	+
2R	12165493	12165622	NM_001103812_12164909	last_intron	-
2R	12167927	12167993	NM_165863_12166576	last_intron	-
2R	12167927	12167993	NM_165864_12167029	last_intron	-
2R	12167927	12167993	NM_165865_12166295	last_intron	-
2R	12169195	12169724	NM_165866_12170003	last_intron	+
2R	12176718	12176777	NM_078983_12177516	last_intron	+
2R	12180540	12180625	NM_001299405_12182373	last_intron	+
2R	12183830	12184392	NM_001038852_12185506	last_intron	+
2R	12187768	12187828	NM_001299406_12188431	last_intron	+
2R	12189039	12189090	NM_136900_12188338	last_intron	-
2R	12191910	12191971	NM_136901_12192436	last_intron	+
2R	12194018	12194072	NM_136902_12192374	last_intron	-
2R	12199111	12199312	NM_165868_12199024	last_intron	-
2R	12199589	12199833	NM_165869_12199391	last_intron	-
2R	12209391	12209462	NM_001201979_12208893	last_intron	-
2R	12225244	12225703	NM_001273985_12224461	last_intron	-
2R	12241524	12241588	NM_001259344_12241833	last_intron	+
2R	12241524	12241588	NM_001259345_12241872	last_intron	+
2R	12242924	12243076	NM_136907_12243273	last_intron	+
2R	12244159	12244427	NM_001259346_12243999	last_intron	-
2R	12255221	12255273	NM_206100_12255701	last_intron	+
2R	12255221	12255298	NM_001299407_12255701	last_intron	+
2R	12257879	12257954	NM_136909_12258652	last_intron	+
2R	12269435	12273765	NM_001259347_12278809	last_intron	+
2R	12269435	12273765	NM_001259348_12276621	last_intron	+
2R	12269435	12273765	NM_001299408_12274625	last_intron	+
2R	12269435	12273765	NM_165870_12273910	last_intron	+
2R	12297339	12297514	NM_001201980_12298247	last_intron	+
2R	12297339	12297514	NM_001299409_12298894	last_intron	+
2R	12297339	12297514	NM_001299411_12300795	last_intron	+
2R	12299075	12299137	NM_136911_12298794	last_intron	-
2R	12299075	12299137	NM_165871_12298747	last_intron	-
2R	12303313	12303561	NM_165874_12302544	last_intron	-
2R	12303336	12303402	NM_165873_12302544	last_intron	-
2R	12303336	12303561	NM_136912_12302544	last_intron	-
2R	12308876	12308940	NM_136913_12310412	last_intron	+
2R	12312133	12312188	NM_165877_12313834	last_intron	+
2R	12315837	12315889	NM_001299412_12317573	last_intron	+
2R	12315837	12315889	NM_165878_12317219	last_intron	+
2R	12321650	12321711	NM_001299413_12322797	last_intron	+
2R	12321650	12321711	NM_136915_12322521	last_intron	+
2R	12324587	12324657	NM_136916_12322507	last_intron	-
2R	12332098	12332146	NM_001259349_12332470	last_intron	+
2R	12332098	12332149	NM_165881_12332470	last_intron	+
2R	12332726	12332794	NM_136917_12333860	last_intron	+
2R	12335376	12335431	NM_001169654_12336205	last_intron	+
2R	12335376	12335440	NM_136918_12336205	last_intron	+
2R	12337268	12337337	NM_001038853_12337718	last_intron	+
2R	12338041	12338532	NM_136919_12339544	last_intron	+
2R	12338448	12338532	NM_001169655_12339544	last_intron	+
2R	12340504	12340565	NM_136920_12339610	last_intron	-
2R	12348523	12348582	NM_136921_12351325	last_intron	+
2R	12355066	12355124	NM_165887_12355413	last_intron	+
2R	12358748	12358804	NM_165888_12359087	last_intron	+
2R	12362061	12362115	NM_165889_12363165	last_intron	+
2R	12370592	12370665	NM_176155_12370886	last_intron	+
2R	12374821	12374873	NM_001273989_12375081	last_intron	+
2R	12376981	12377088	NM_001103815_12377378	last_intron	+
2R	12379036	12379088	NM_136925_12379396	last_intron	+
2R	12379735	12379797	NM_136926_12379614	last_intron	-
2R	12383204	12383603	NM_136927_12384520	last_intron	+
2R	12389086	12389253	NM_001169656_12390057	last_intron	+
2R	12391103	12391163	NM_136929_12390896	last_intron	-
2R	12394727	12394785	NM_078987_12394842	last_intron	+
2R	12395974	12396032	NM_165895_12399142	last_intron	+
2R	12395979	12396032	NM_001014521_12399142	last_intron	+
2R	12403508	12404165	NM_136930_12405108	last_intron	+
2R	12406117	12406175	NM_001299418_12407045	last_intron	+
2R	12406117	12406175	NM_136931_12406522	last_intron	+
2R	12408030	12408111	NM_136932_12408523	last_intron	+
2R	12409424	12409474	NM_165897_12409735	last_intron	+
2R	12410500	12410552	NM_001032234_12410696	last_intron	+
2R	12411459	12411507	NM_001032235_12411678	last_intron	+
2R	12414073	12414292	NM_136933_12415170	last_intron	+
2R	12416872	12417156	NM_136934_12418231	last_intron	+
2R	12421601	12421659	NM_136935_12420475	last_intron	-
2R	12425074	12425128	NM_001201982_12425459	last_intron	+
2R	12426399	12426461	NM_001299419_12426975	last_intron	+
2R	12427682	12427743	NM_136938_12426883	last_intron	-
2R	12428842	12428909	NM_136939_12428449	last_intron	-
2R	12430689	12430750	NM_001259350_12431296	last_intron	+
2R	12432921	12432978	NM_136940_12431927	last_intron	-
2R	12432921	12432978	NM_165900_12431447	last_intron	-
2R	12436662	12436718	NM_165902_12436990	last_intron	+
2R	12441120	12441187	NM_001259352_12440633	last_intron	-
2R	12441137	12441187	NM_165903_12440633	last_intron	-
2R	12449782	12450913	NM_001259351_12451290	last_intron	+
2R	12449782	12451974	NM_165904_12452916	last_intron	+
2R	12450595	12450913	NM_001103817_12451290	last_intron	+
2R	12451712	12451974	NM_001032236_12452916	last_intron	+
2R	12454054	12464339	NM_078989_12465630	last_intron	+
2R	12466024	12466090	NM_001299420_12465678	last_intron	-
2R	12469882	12469943	NM_136942_12471722	last_intron	+
2R	12486038	12486808	NM_136945_12487986	last_intron	+
2R	12486310	12486585	NM_165907_12486743	last_intron	+
2R	12487265	12487322	NM_001103819_12486719	last_intron	-
2R	12488694	12488761	NM_001299421_12487451	last_intron	-
2R	12488694	12488761	NM_001299422_12487745	last_intron	-
2R	12488694	12488761	NM_165908_12488401	last_intron	-
2R	12488694	12488761	NM_165909_12487903	last_intron	-
2R	12498428	12499954	NM_136948_12501459	last_intron	+
2R	12508387	12508465	NM_078990_12507896	last_intron	-
2R	12512189	12512254	NM_001299423_12511534	last_intron	-
2R	12517588	12517640	NM_136950_12517264	last_intron	-
2R	12520470	12520530	NM_136951_12521624	last_intron	+
2R	12522523	12522575	NM_001043072_12522731	last_intron	+
2R	12546084	12546139	NM_001032238_12546301	last_intron	+
2R	12562817	12562889	NM_001299424_12564184	last_intron	+
2R	12564373	12564431	NM_001032239_12564224	last_intron	-
2R	12568329	12568386	NM_136952_12569061	last_intron	+
2R	12569405	12569460	NM_136953_12569014	last_intron	-
2R	12571216	12571334	NM_057404_12571883	last_intron	+
2R	12574977	12575041	NM_136954_12575299	last_intron	+
2R	12576499	12576567	NM_001201983_12575240	last_intron	-
2R	12610721	12610987	NM_001273991_12612068	last_intron	+
2R	12610721	12611008	NM_001273990_12612068	last_intron	+
2R	12618311	12618780	NM_165924_12618983	last_intron	+
2R	12618550	12618780	NM_165920_12618983	last_intron	+
2R	12618550	12619063	NM_001299427_12619820	last_intron	+
2R	12618550	12619063	NM_165921_12621242	last_intron	+
2R	12618550	12619063	NM_165925_12623197	last_intron	+
2R	12625091	12625269	NM_001043073_12625352	last_intron	+
2R	12628301	12628438	NM_001043074_12628619	last_intron	+
2R	12629272	12629327	NM_001273992_12628697	last_intron	-
2R	12629272	12629327	NM_165928_12628967	last_intron	-
2R	12632954	12633004	NM_001032240_12633454	last_intron	+
2R	12633969	12634035	NM_136958_12634172	last_intron	+
2R	12639990	12640051	NM_078995_12640628	last_intron	+
2R	12641983	12642039	NM_136960_12640690	last_intron	-
2R	12652020	12652083	NM_136961_12651301	last_intron	-
2R	12655397	12655461	NM_136962_12655743	last_intron	+
2R	12659065	12659123	NM_136963_12659341	last_intron	+
2R	12660382	12660456	NM_001299429_12659497	last_intron	-
2R	12660385	12660456	NM_001169657_12659497	last_intron	-
2R	12660385	12660456	NM_136964_12659589	last_intron	-
2R	12671349	12671556	NM_001299431_12670483	last_intron	-
2R	12671349	12671556	NM_136965_12670606	last_intron	-
2R	12671449	12671485	NM_001169659_12671075	last_intron	-
2R	12672587	12672663	NM_001169658_12671075	last_intron	-
2R	12680866	12680926	NM_001259354_12679967	last_intron	-
2R	12687780	12687838	NM_001273994_12688786	last_intron	+
2R	12689438	12689494	NM_165945_12688733	last_intron	-
2R	12690548	12690609	NM_136968_12690059	last_intron	-
2R	12691735	12691791	NM_136969_12691308	last_intron	-
2R	12700562	12700618	NM_001103821_12700851	last_intron	+
2R	12750275	12750337	NM_001201986_12751545	last_intron	+
2R	12750275	12750340	NM_001273996_12751545	last_intron	+
2R	12752447	12752506	NM_136973_12751483	last_intron	-
2R	12753353	12753427	NM_001201987_12753102	last_intron	-
2R	12753353	12753427	NM_058084_12753026	last_intron	-
2R	12753353	12753427	NM_165948_12753219	last_intron	-
2R	12757231	12757297	NM_057637_12757133	last_intron	-
2R	12759343	12759398	NM_001299433_12759724	last_intron	+
2R	12760521	12760726	NM_134312_12759693	last_intron	-
2R	12760521	12760800	NM_165950_12759693	last_intron	-
2R	12760521	12760804	NM_057868_12759693	last_intron	-
2R	12763414	12763473	NM_136975_12763825	last_intron	+
2R	12799790	12799991	NM_057362_12801090	last_intron	+
2R	12799790	12799991	NM_165951_12802010	last_intron	+
2R	12807229	12807286	NM_144127_12807811	last_intron	+
2R	12841672	12841801	NM_136976_12840813	last_intron	-
2R	12844330	12844465	NM_078997_12844704	last_intron	+
2R	12845892	12845955	NM_136977_12845544	last_intron	-
2R	12845913	12845955	NM_001201988_12845544	last_intron	-
2R	12847239	12847427	NM_001259355_12846848	last_intron	-
2R	12848346	12848397	NM_165953_12848034	last_intron	-
2R	12849896	12849960	NM_001103822_12849358	last_intron	-
2R	12870330	12870402	NM_057505_12871794	last_intron	+
2R	12873160	12873218	NM_136979_12872787	last_intron	-
2R	12875779	12875841	NM_001273998_12875164	last_intron	-
2R	12878014	12878072	NM_001259359_12877094	last_intron	-
2R	12882532	12882741	NM_001274001_12883168	last_intron	+
2R	12898329	12898681	NM_078999_12899385	last_intron	+
2R	12922810	12922878	NM_001038854_12923734	last_intron	+
2R	12924347	12924421	NM_001169660_12924664	last_intron	+
2R	12924351	12924421	NM_136981_12924664	last_intron	+
2R	12929341	12929783	NM_001274003_12930644	last_intron	+
2R	12931542	12931601	NM_001299436_12931082	last_intron	-
2R	12931542	12931601	NM_136983_12930912	last_intron	-
2R	12935109	12935165	NM_136984_12934234	last_intron	-
2R	12940082	12940151	NM_136985_12940412	last_intron	+
2R	12941173	12941243	NM_001169661_12940323	last_intron	-
2R	12950086	12950152	NM_001299437_12948348	last_intron	-
2R	12950086	12952172	NM_165965_12948348	last_intron	-
2R	12951349	12951845	NM_001169662_12950404	last_intron	-
2R	12951349	12952172	NM_136986_12950404	last_intron	-
2R	12954662	12954775	NM_001299438_12955712	last_intron	+
2R	12954662	12954775	NM_136987_12955170	last_intron	+
2R	12970181	12970321	NM_001299439_12966322	last_intron	-
2R	12970181	12970321	NM_001299440_12965997	last_intron	-
2R	12994386	12994457	NM_001032243_12994622	last_intron	+
2R	13004383	13005764	NM_001169663_13007911	last_intron	+
2R	13004383	13005764	NM_001274004_13007802	last_intron	+
2R	13058221	13058316	NM_001299442_13055246	last_intron	-
2R	13058221	13058316	NM_136991_13056578	last_intron	-
2R	13104194	13104249	NM_001299443_13104895	last_intron	+
2R	13125452	13125506	NM_001299444_13125780	last_intron	+
2R	13125452	13125506	NM_001299446_13126014	last_intron	+
2R	13128509	13128578	NM_136993_13127915	last_intron	-
2R	13130111	13130166	NM_136994_13129511	last_intron	-
2R	13136857	13142100	NM_001169664_13142820	last_intron	+
2R	13141817	13142100	NM_206105_13142820	last_intron	+
2R	13143317	13143374	NM_057738_13142834	last_intron	-
2R	13148454	13148670	NM_001274005_13146213	last_intron	-
2R	13148454	13148670	NM_001274006_13145062	last_intron	-
2R	13153366	13153424	NM_001299447_13152885	last_intron	-
2R	13159103	13159533	NM_001103826_13159649	last_intron	+
2R	13159103	13159730	NM_001103827_13160190	last_intron	+
2R	13161308	13161367	NM_057907_13163484	last_intron	+
2R	13164489	13164545	NM_001274007_13164054	last_intron	-
2R	13164489	13164545	NM_001274011_13163959	last_intron	-
2R	13170255	13170316	NM_136998_13170744	last_intron	+
2R	13173722	13173784	NM_176162_13174796	last_intron	+
2R	13175612	13175670	NM_176163_13176075	last_intron	+
2R	13179013	13179587	NM_001274013_13176553	last_intron	-
2R	13179013	13179587	NM_001274014_13176094	last_intron	-
2R	13179013	13180989	NM_001299449_13176553	last_intron	-
2R	13179013	13184776	NM_137000_13176094	last_intron	-
2R	13180110	13180989	NM_001032244_13179682	last_intron	-
2R	13186155	13186272	NM_001169666_13185534	last_intron	-
2R	13202027	13202091	NM_001274017_13202709	last_intron	+
2R	13202952	13203017	NM_001103828_13202728	last_intron	-
2R	13208193	13208252	NM_137001_13209818	last_intron	+
2R	13208193	13208252	NM_206106_13210469	last_intron	+
2R	13209958	13210061	NM_001103829_13209809	last_intron	-
2R	13212932	13213022	NM_001169669_13212405	last_intron	-
2R	13212962	13213022	NM_079004_13212405	last_intron	-
2R	13214901	13214968	NM_137002_13215760	last_intron	+
2R	13215799	13215855	NM_001274019_13215659	last_intron	-
2R	13219884	13219943	NM_001299453_13219396	last_intron	-
2R	13219884	13219943	NM_137004_13219494	last_intron	-
2R	13220455	13220765	NM_144126_13221015	last_intron	+
2R	13221376	13221439	NM_137005_13220939	last_intron	-
2R	13226929	13226985	NM_001274020_13227745	last_intron	+
2R	13226929	13226985	NM_165974_13228202	last_intron	+
2R	13228866	13229002	NM_137006_13228276	last_intron	-
2R	13230716	13230777	NM_137007_13231663	last_intron	+
2R	13232550	13233469	NM_001299454_13231758	last_intron	-
2R	13236255	13236307	NM_137009_13237055	last_intron	+
2R	13238945	13238999	NM_137010_13237256	last_intron	-
2R	13240446	13240538	NM_137011_13241013	last_intron	+
2R	13247249	13247316	NM_057295_13247759	last_intron	+
2R	13247504	13248811	NM_001014522_13248879	last_intron	+
2R	13249331	13249400	NM_137012_13248894	last_intron	-
2R	13252269	13252326	NM_137013_13251852	last_intron	-
2R	13257042	13257122	NM_165976_13257299	last_intron	+
2R	13263665	13263799	NM_001103831_13264114	last_intron	+
2R	13263665	13263799	NM_137016_13264327	last_intron	+
2R	13265388	13265452	NM_001144176_13266336	last_intron	+
2R	13269093	13269391	NM_001274022_13267798	last_intron	-
2R	13269108	13269391	NM_001274021_13267798	last_intron	-
2R	13297329	13297517	NM_137020_13297202	last_intron	-
2R	13301293	13301365	NM_001299456_13301547	last_intron	+
2R	13353892	13354042	NM_001201989_13353638	last_intron	-
2R	13353892	13354042	NM_137022_13353758	last_intron	-
2R	13376496	13376795	NM_137024_13375975	last_intron	-
2R	13390449	13390524	NM_001274024_13389673	last_intron	-
2R	13390449	13390524	NM_001299457_13389495	last_intron	-
2R	13394086	13394149	NM_079005_13394667	last_intron	+
2R	13395514	13395587	NM_137027_13394615	last_intron	-
2R	13408313	13408372	NM_165983_13408042	last_intron	-
2R	13413040	13413099	NM_137028_13412769	last_intron	-
2R	13415615	13415874	NM_001144177_13414978	last_intron	-
2R	13415615	13416574	NM_001144180_13414978	last_intron	-
2R	13419085	13419146	NM_001144178_13418079	last_intron	-
2R	13433340	13433400	NM_165988_13433760	last_intron	+
2R	13440328	13440391	NM_001014523_13439314	last_intron	-
2R	13443692	13443752	NM_001169670_13443240	last_intron	-
2R	13443692	13443752	NM_001259363_13443196	last_intron	-
2R	13443816	13443887	NM_001259362_13443240	last_intron	-
2R	13453000	13453088	NM_001259369_13453393	last_intron	+
2R	13453006	13453088	NM_001259368_13453393	last_intron	+
2R	13453030	13453088	NM_137031_13453393	last_intron	+
2R	13455236	13455295	NM_079998_13453640	last_intron	-
2R	13477880	13477939	NM_001259370_13478079	last_intron	+
2R	13483904	13483972	NM_137032_13483512	last_intron	-
2R	13487909	13487973	NM_001259371_13486634	last_intron	-
2R	13487909	13487973	NM_001274026_13487182	last_intron	-
2R	13497151	13497367	NM_057510_13495222	last_intron	-
2R	13497151	13497367	NM_165994_13496441	last_intron	-
2R	13497151	13497367	NM_165995_13496766	last_intron	-
2R	13504542	13504599	NM_001169671_13506011	last_intron	+
2R	13507658	13507714	NM_080013_13509332	last_intron	+
2R	13512436	13512503	NM_001169672_13513112	last_intron	+
